,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
47,47,54,54,273,273,,274,65-69,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,32,0.09375,0.03125,0.0,0.1577995867768595,0.0,0.0,0.0,0.046745867768595045,0.0,0.0,0.0,0.0,0.0013782410198983548,label4x,label1x,label8x,3,0,7,0.2982954545454546
48,48,55,55,280,280,,281,25-29,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.4,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,21,0.23809523809523808,0.09523809523809523,0.0,0.0,0.05224867724867725,0.0,0.07076719576719577,0.0,0.0,0.0,0.0,0.0,0.0009044706693082953,label1x,label2x,label7x,0,1,6,0.40410052910052907
49,49,57,57,287,287,,288,60-64,Ontario,Male,English,French,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,15,0.26666666666666666,0.06666666666666667,0.0,0.35833333333333334,0.0,0.0,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0006460504780773538,label4x,label1x,label7x,3,0,6,0.7166666666666667
50,50,58,58,290,290,,291,35-39,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,0.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-0.0,69,0.3069645732689211,0.057971014492753624,0.03160225442834138,0.23253824476650564,0.014492753623188406,0.016455314009661836,0.0,0.0,0.0,0.0,0.0,0.0,0.0029718321991558275,label1x,label4x,label2x,0,3,1,0.5974738325281804
51,51,59,59,295,295,,296,35-39,British Columbia,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.5333333333333333,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,17,0.23529411764705882,0.11764705882352941,0.0,0.11764705882352941,0.0,0.09558823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label1x,label2x,label6x,0,1,5,0.44852941176470584
52,52,61,61,302,302,,303,35-39,British Columbia,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.5333333333333333,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,11,0.2727272727272727,0.0,0.0,0.25,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004737703505900594,label1x,label4x,label5x,0,3,4,0.7045454545454546
53,53,62,62,307,307,,308,70+,Quebec,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,1.0,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,8,0.25,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003445602549745887,label4x,label1x,label5x,3,0,4,0.875
54,54,63,63,314,314,,315,65-69,Ontario,Male,English,French,Bachelors Degrees,Full-Time,Other,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,23,0.2669082125603865,0.0929951690821256,0.0,0.17391304347826086,0.0,0.10386473429951691,0.0,0.0,0.0,0.0,0.0,0.0,0.0009906107330519426,label1x,label4x,label6x,0,3,5,0.5446859903381642
55,55,64,64,315,315,,316,30-34,British Columbia,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.4666666666666667,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,14,0.2857142857142857,0.07142857142857142,0.09821428571428571,0.24107142857142858,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006029804462055302,label1x,label4x,label3x,0,3,2,0.625
56,56,65,65,317,317,,318,30-34,Alberta,Male,English,French,Elementary School Graduation Cert,Not Employed,Other,,,,0.4666666666666667,0.0,0,0.2352941176470588,0.29411764705882354,0.4,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.0-0-0.2352941176470588-0.29411764705882354-0.4-0.5-0.1111111111111111-0-1.0,12,0.25,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000516840382461883,label4x,label1x,label5x,3,0,4,0.9166666666666666
57,57,66,66,318,318,,319,50-54,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Unskilled,,,,0.7333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,1.0,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-1.0-0-1.0,7,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003014902231027651,label1x,,,0,0,0,0.2857142857142857
58,58,67,67,325,325,,326,40-44,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,35,0.11428571428571428,0.02857142857142857,0.0,0.14285714285714285,0.0,0.05997638724911451,0.0,0.04132231404958678,0.0,0.0,0.0,0.0,0.0015074511155138254,label4x,label1x,label6x,3,0,5,0.31711924439197164
59,59,68,68,328,328,,329,50-54,Ontario,Male,French,French,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.7333333333333333,0.6666666666666666,0,0.29411764705882354,0.29411764705882354,0.5,0.5,0.8888888888888888,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.29411764705882354-0.29411764705882354-0.5-0.5-0.8888888888888888-0-1.0,26,0.203525641025641,0.1282051282051282,0.038461538461538464,0.3125,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011198208286674132,label4x,label1x,label2x,3,0,1,0.6442307692307692
60,60,69,69,335,335,,336,45-49,Quebec,Female,English,English,Bachelors Degrees,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.6666666666666666,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.8888888888888888,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.8888888888888888-0-1.0,35,0.2857142857142857,0.03033509700176367,0.03033509700176367,0.05714285714285714,0.02857142857142857,0.03209876543209877,0.0,0.03738977072310406,0.0,0.0,0.0,0.0,0.0015074511155138254,label1x,label4x,label8x,0,3,7,0.3802469135802469
61,61,72,72,343,343,,344,30-34,British Columbia,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.4666666666666667,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,13,0.3076923076923077,0.15384615384615385,0.1346153846153846,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005599104143337066,label1x,label2x,label3x,0,1,2,0.5961538461538461
62,62,73,73,347,347,,348,30-34,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.4666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.4666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,22,0.09090909090909091,0.0,0.0,0.14007421150278293,0.0,0.05287569573283859,0.10575139146567718,0.0,0.0,0.0,0.0,0.0,0.0009475407011801188,label4x,label7x,label1x,3,6,0,0.33673469387755106
63,63,75,75,349,349,,350,30-34,Ontario,Female,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,31,0.3971774193548387,0.06451612903225806,0.037298387096774195,0.26310483870967744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013351709880265311,label1x,label4x,label2x,0,3,1,0.7247983870967742
64,64,76,76,355,355,,356,22-24,British Columbia,Male,English,French,Bachelors Degrees,Not Employed,Other,,,,0.3333333333333333,0.1111111111111111,0,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.3333333333333333-0.1111111111111111-0-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,45,0.35829903978052124,0.023593964334705078,0.022222222222222223,0.1347050754458162,0.022222222222222223,0.023593964334705078,0.027709190672153636,0.0,0.0,0.0,0.0,0.0,0.0019381514342320613,label1x,label4x,label7x,0,3,6,0.5207133058984911
65,65,77,77,365,365,,366,70+,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Clerical/Secretarial,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.0,0,0.6923076923076923,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.0-0-0.6923076923076923,23,0.0,0.0,0.0,0.08695652173913043,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.06763285024154589,0.0009906107330519426,label4x,label12x,,3,11,0,0.15458937198067632
66,66,78,78,368,368,,369,25-29,Ontario,Female,French,French,Bachelors Degrees,Full-Time,Other,,,,0.4,0.6666666666666666,1,0.29411764705882354,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-1-0.29411764705882354-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,18,0.2222222222222222,0.05555555555555555,0.0,0.1753472222222222,0.05555555555555555,0.08159722222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0007752605736928245,label1x,label4x,label6x,0,3,5,0.47916666666666663
67,67,79,79,387,387,,388,55-59,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,25,0.2,0.04,0.0,0.2038888888888889,0.04,0.0,0.0,0.0,0.0,0.059444444444444446,0.0,0.0,0.0010767507967955896,label4x,label1x,label10x,3,0,9,0.4633333333333334
68,68,82,82,397,397,,398,60-64,Alberta,Female,Other,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,,,,0.8666666666666667,0.0,1,0.7058823529411765,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.0-1-0.7058823529411765-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,23,0.391304347826087,0.043478260869565216,0.043478260869565216,0.28985507246376807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009906107330519426,label1x,label4x,label2x,0,3,1,0.7246376811594202
69,69,83,83,398,398,,399,60-64,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,16,0.4375,0.0625,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006891205099491774,label1x,label2x,,0,1,0,0.5
70,70,85,85,405,405,,406,65-69,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,15,0.26666666666666666,0.13333333333333333,0.0,0.4,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006460504780773538,label4x,label1x,label2x,3,0,1,0.8
71,71,86,86,408,408,,409,20-21,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.26666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.26666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,16,0.259765625,0.0625,0.125,0.0,0.0,0.091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0006891205099491774,label1x,label3x,label6x,0,2,5,0.4765625
72,72,90,90,422,422,,423,25-29,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.4,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.8888888888888888,0,1.0,,0.4-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.8888888888888888-0-1.0,34,0.17647058823529413,0.1211764705882353,0.029411764705882353,0.23882352941176474,0.029411764705882353,0.06235294117647059,0.06588235294117648,0.0,0.0,0.0,0.0,0.0,0.0014643810836420018,label4x,label1x,label2x,3,0,1,0.5364705882352941
73,73,91,91,424,424,,425,25-29,New Brunswick,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.4,0.3333333333333333,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4-0.3333333333333333-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,27,0.1111111111111111,0.037037037037037035,0.0,0.15075231481481483,0.039641203703703706,0.037037037037037035,0.0,0.0,0.0,0.052662037037037035,0.0,0.0,0.0011628908605392368,label4x,label1x,label10x,3,0,9,0.31452546296296297
74,74,92,92,425,425,,426,15-17,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Senior Managers/Owners,,,,0.06666666666666668,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.5555555555555556,0,1.0,,0.06666666666666668-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.5555555555555556-0-1.0,18,0.3333333333333333,0.05555555555555555,0.0,0.3541666666666667,0.0763888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007752605736928245,label4x,label1x,label5x,3,0,4,0.7638888888888888
75,75,93,93,428,428,,429,50-54,Quebec,Male,English,English,Bachelors Degrees,Full-Time,Unskilled,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-1.0-0-1.0,17,0.36601307189542487,0.26143790849673204,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label1x,label2x,label4x,0,1,3,0.6862745098039216
76,76,95,95,440,440,,441,65-69,British Columbia,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.9333333333333332,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,41,0.2682926829268293,0.04878048780487805,0.0,0.09890243902439023,0.05146341463414635,0.02573170731707317,0.0,0.032439024390243903,0.0,0.0,0.0,0.0,0.001765871306744767,label1x,label4x,label5x,0,3,4,0.41865853658536584
77,77,96,96,441,441,,442,19 Years,Alberta,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,,,,0.2,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.2-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,17,0.18566176470588236,0.058823529411764705,0.0,0.18566176470588236,0.0,0.0,0.13602941176470587,0.0,0.0,0.0,0.0,0.0,0.0007321905418210009,label1x,label7x,label2x,0,6,1,0.3805147058823529
78,78,97,97,442,442,,443,35-39,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Professionals,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.4444444444444444,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.4444444444444444-0-1.0,29,0.245141065830721,0.14858934169278995,0.0,0.1761755485893417,0.07272727272727274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012490309242828839,label1x,label4x,label2x,0,3,1,0.5699059561128527
79,79,98,98,445,445,,446,70+,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Professionals,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.4444444444444444,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.4444444444444444-0-1.0,15,0.2814814814814815,0.16296296296296298,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006460504780773538,label1x,label4x,label2x,0,3,1,0.6444444444444445
80,80,99,99,446,446,,447,25-29,British Columbia,Male,French,English,High School Graduation Certificate,Not Employed,Other,,,,0.4,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,42,0.2619047619047619,0.047619047619047616,0.0,0.23809523809523808,0.05130385487528345,0.05527210884353741,0.02777777777777778,0.0,0.0,0.0,0.0,0.0,0.0018089413386165906,label1x,label4x,label6x,0,3,5,0.5552721088435374
81,81,100,100,447,447,,448,25-29,Quebec,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.4,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,40,0.1515432098765432,0.10462962962962963,0.02808641975308642,0.175,0.10462962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017228012748729434,label4x,label1x,label2x,3,0,1,0.4311728395061728
82,82,101,101,448,448,,449,65-69,Saskatchewan,Male,English,French,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.9333333333333332,1.0,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.2222222222222222,0,1.0,,0.9333333333333332-1.0-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.2222222222222222-0-1.0,16,0.125,0.0,0.0685763888888889,0.0,0.0,0.0,0.09288194444444445,0.0,0.0,0.0,0.0,0.0,0.0006891205099491774,label1x,label7x,label3x,0,6,2,0.28645833333333337
83,83,102,102,454,454,,455,25-29,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Other,,,,0.4,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,0.0,,0.4-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-0.0,88,0.14772727272727273,0.045454545454545456,0.023242825227702355,0.13662141261385116,0.057591510568826255,0.0,0.047516755456263965,0.01265251761471043,0.0,0.012394741364495617,0.0,0.0,0.0037901628047204753,label1x,label4x,label5x,0,3,4,0.3419401959099502
84,84,103,103,455,455,,456,45-49,Saskatchewan,Female,French,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,0.6666666666666666,1.0,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-1.0-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,15,0.26666666666666666,0.10833333333333334,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006460504780773538,label1x,label4x,label2x,0,3,1,0.5083333333333333
85,85,105,105,471,471,,472,45-49,Ontario,Male,English,French,Trade Certificate/Diploma,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.8,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.8-0.5-0.1111111111111111-0-1.0,18,0.16666666666666666,0.17901234567901236,0.19135802469135804,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007752605736928245,label3x,label2x,label1x,2,1,0,0.5370370370370371
86,86,106,106,473,473,,474,55-59,Ontario,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Skilled,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.7777777777777778,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.7777777777777778-0-1.0,18,0.3333333333333333,0.0,0.08024691358024691,0.29012345679012347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007752605736928245,label1x,label4x,label3x,0,3,2,0.7037037037037037
87,87,107,107,483,483,,484,45-49,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.6666666666666666,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,0.0,,0.6666666666666666-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-0.0,139,0.17312304002951484,0.036155690831949826,0.014572957019000184,0.12986533849843201,0.02895914038000369,0.03652232060505442,0.0,0.0,0.009038922707987456,0.0,0.0,0.0,0.005986734430183479,label1x,label4x,label6x,0,3,5,0.33951069913300125
88,88,108,108,485,485,,486,55-59,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,11,0.0,0.09090909090909091,0.0,0.2159090909090909,0.3068181818181818,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0004737703505900594,label5x,label4x,label2x,4,3,1,0.6136363636363636
